name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at,quality_score,is_highly_rated
VishwaRaj Hospital Pune,"Vishwaraj hospital, Near Loni Railway station Loni Kalbhor, Solapur - Pune Hwy, Pune, Kadamwak Wasti, Maharashtra 412201, India",General Practice,doctor,ChIJM58ulWLpwjsRFnyMpaVUEZg,18.4896546,74.0224807,"Vishwaraj hospital, Near Loni Railway station Loni Kalbhor, Solapur - Pune Hwy, Pune, Kadamwak Wasti, Maharashtra 412201, India",4.7,9412,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6760 6060,http://www.vishwarajhospital.com/,True,0.85,38202.2871606702,1,1,2026-04-07T23:26:39.916896,144.0,1
Ankura Hospital for Women & Children - Pune,"1+2A+2B/1, CTS, S.No.163, Nagras Rd, opposite SBI PBB, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411007, India",General,establishment,ChIJWSbwyhq_wjsRc8IDS864p-Q,18.5653976,73.80474319999999,"1+2A+2B/1, CTS, S.No.163, Nagras Rd, opposite SBI PBB, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411007, India",4.6,3144,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",090531 08108,https://www.ankurahospitals.com/women-and-childcare-hospital-in-pune/,True,0.85,7418.695732779141,1,1,2026-04-07T23:26:04.222897,142.0,1
Aura Multispeciality Hospital,"s.no33, Phale Nagar, Datta Nagar Road Near Reliance Fresh Mall, Kalubai Nagar, Shriram Nagar, Ambegaon Budruk, Pune46, Pune, Maharashtra 411046, India",General,establishment,ChIJXbJvmczrwjsR2nnLMYmpX2s,18.4533298,73.85095559999999,"s.no33, Phale Nagar, Datta Nagar Road Near Reliance Fresh Mall, Kalubai Nagar, Shriram Nagar, Ambegaon Budruk, Pune46, Pune, Maharashtra 411046, India",4.6,718,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",076204 42624,https://aurahospitalpune.com/,True,0.85,7482.428879559126,1,1,2026-04-07T23:25:58.367635,142.0,1
Siddhi Hospital,"ढांकावड़े पाटील टाउनशिप, Pune - Satara Rd, behind HP Petrol Pump, Panchod, Balaji Nagar, Pune, Maharashtra 411043, India",General Practice,doctor,ChIJISBjLLnqwjsR4F599NWy8ok,18.4641339,73.8592262,"ढांकावड़े पाटील टाउनशिप, Pune - Satara Rd, behind HP Petrol Pump, Panchod, Balaji Nagar, Pune, Maharashtra 411043, India",4.6,2000,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",074474 34524,http://www.siddhihospital.in/,True,0.85,6262.173768045636,1,1,2026-04-07T23:25:58.692754,142.0,1
Ruby Hall Clinic - Sassoon Road,"40, Sasoon Rd, Sangamvadi, Pune, Maharashtra 411001, India",General Practice,doctor,ChIJFS5RJ_jAwjsRB5zk2s6LU0c,18.5335842,73.87715659999999,"40, Sasoon Rd, Sangamvadi, Pune, Maharashtra 411001, India",4.5,13738,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6645 5100,https://rubyhall.com/,True,0.85,2607.8568306450647,1,1,2026-04-07T23:25:50.448074,140.0,1
Synergy Heart & Multispeciality Hospital,"Avenue Plaza, Ground Floor, 3rd & 4th Floor Rahatani Rd Above Reliance Digital, Prassana Colony Near Kokane Chowk, Pimple Saudagar Pimpri-Chinchwad, Prassana Colony, Pimple Saudagar, Pune, Pimpri-Chinchwad, Maharashtra 411017, India",General Practice,doctor,ChIJm-Ldcdu5wjsR5iulSY7o-tA,18.5997673,73.79246669999999,"Avenue Plaza, Ground Floor, 3rd & 4th Floor Rahatani Rd Above Reliance Digital, Prassana Colony Near Kokane Chowk, Pimple Saudagar Pimpri-Chinchwad, Prassana Colony, Pimple Saudagar, Pune, Pimpri-Chinchwad, Maharashtra 411017, India",4.5,729,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",090283 77909,https://synergyheartinstitute.in/,True,0.85,11123.422853764669,1,1,2026-04-07T23:26:05.461104,140.0,1
Vighnaharata Multispeciality Hospital,"Plot no 5 Mahesh Society Chowk, Opposite Bibawewadi Petrol Pump, Mahesh Society, Bibwewadi, Pune, Maharashtra 411037, India",General,establishment,ChIJ4XNbl73qwjsRNXrlP67s7Eg,18.4692903,73.8642533,"Plot no 5 Mahesh Society Chowk, Opposite Bibawewadi Petrol Pump, Mahesh Society, Bibwewadi, Pune, Maharashtra 411037, India",4.5,701,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",099218 84422,,True,0.7999999999999999,5738.684630418278,1,0,2026-04-07T23:25:59.681848,140.0,1
Apollo Hospitals Pune | Best Hospital in Pune,"Apollo Hospitals Enterprise Limited, Shankar Sheth Rd, Ghorpade Peth, Swargate, Pune, Maharashtra 411042, India",General Practice,doctor,ChIJL98KUADBwjsRC6OIIsDvx30,18.5002078,73.8646288,"Apollo Hospitals Enterprise Limited, Shankar Sheth Rd, Ghorpade Peth, Swargate, Pune, Maharashtra 411042, India",4.7,449,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 6297 2814,https://www.apollohospitals.com/hospitals/pune,True,0.85,2395.868879278626,1,1,2026-04-07T23:26:01.807095,138.9,1
Pulse Multispeciality Hospital,"Pulse Multispeciality hospital, Vishwa Arcade Mumbai Bangalore Highway Navle Bridge Vadgaon Budruk, Phase 2, Wadgaon Budruk, Narhe, Pune, Maharashtra 411041, India",General Practice,doctor,ChIJtwG7FLCVwjsRuLc5LYwv39g,18.459427,73.82334469999999,"Pulse Multispeciality hospital, Vishwa Arcade Mumbai Bangalore Highway Navle Bridge Vadgaon Budruk, Phase 2, Wadgaon Budruk, Narhe, Pune, Maharashtra 411041, India",4.4,624,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",095522 65656,https://www.pulsehospitalpune.com/,True,0.85,7638.03433093537,1,1,2026-04-07T23:26:02.498952,138.0,0
"Ranka Hospital - Multispecialty | Best Orthopedic Hospital |24x7 Emergency | Trauma Care |Urology Hospital in Swargate, Pune","157 / 5, SS Dhage Rd, near Swargate, Mukund Nagar, Pune, Maharashtra 411037, India",General,establishment,ChIJfW4JzxnAwjsRmKLgk_tH8Bc,18.49502,73.861879,"157 / 5, SS Dhage Rd, near Swargate, Mukund Nagar, Pune, Maharashtra 411037, India",4.4,548,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2426 1530,http://www.rankahospital.com/,True,0.85,2874.477603250029,1,1,2026-04-07T23:26:00.158003,138.0,0
"Sahyadri Hospital, Bibwewadi, Pune","S. No. 573, City No.281, Plot No. 13, Swami Vivekananda Marg, Parshwanath Nagar, Ramyanagari Housing Society, Bibwewadi, Pune, Maharashtra 411037, India",General,establishment,ChIJ6ZFP16LqwjsRFh3sJz75rn4,18.47818,73.8620751,"S. No. 573, City No.281, Plot No. 13, Swami Vivekananda Marg, Parshwanath Nagar, Ramyanagari Housing Society, Bibwewadi, Pune, Maharashtra 411037, India",4.4,1086,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",088062 52525,https://sahyadrihospital.com/bibwewadi/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB,True,0.85,2588.7976450646506,1,1,2026-04-07T23:26:14.967519,138.0,0
Sai Sneh Hospital,"Pune - Satara Rd, opp. PMT Bus Depot, Katraj Vasahat, Katraj, Pune, Maharashtra 411046, India",General Practice,doctor,ChIJJQvHns7qwjsRy0LYlr8F78U,18.4463945,73.8596512,"Pune - Satara Rd, opp. PMT Bus Depot, Katraj Vasahat, Katraj, Pune, Maharashtra 411046, India",4.7,424,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",088881 50101,https://www.saisnehhospital.com/,True,0.85,8234.919569889647,1,1,2026-04-07T23:25:57.809303,136.4,1
New Life Child Care Clinic And Hospital,"Chikhali - Kaspate Vasti BRTS Rd, opp. DMart Shri Dnyaneshwar colony, Shriram Colony, Kalewadi, Pimpri-Chinchwad, Maharashtra 411017, India",General,establishment,ChIJn9cmFhi5wjsRWSh224HYYzM,18.6146732,73.78562749999999,"Chikhali - Kaspate Vasti BRTS Rd, opp. DMart Shri Dnyaneshwar colony, Shriram Colony, Kalewadi, Pimpri-Chinchwad, Maharashtra 411017, India",4.3,625,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",075175 10022,https://newlifechildcare.in/,True,0.85,18778.980214230207,1,1,2026-04-07T23:26:19.384362,136.0,0
Bharati Hospital,"College of Nursing, 3, Pune - Satara Rd, Bharati Vidyapeeth Campus, Dhankawadi, Pune, Maharashtra 411043, India",General,establishment,ChIJHXnTdMfqwjsRZXmanedwbxM,18.459349,73.857241,"College of Nursing, 3, Pune - Satara Rd, Bharati Vidyapeeth Campus, Dhankawadi, Pune, Maharashtra 411043, India",4.2,2872,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 4055 5555,https://bharatihospital.com/,True,0.85,6788.801191680595,1,1,2026-04-07T23:26:01.114592,134.0,0
Parasnis Hospital,"Sitaram Aabaji Bibwe Path, Shree Sant Eknath Nagar, Bibwewadi, Pune, Maharashtra 411037, India",General,establishment,ChIJ_4BxTBzAwjsRP-T4kajnV58,18.4746535,73.8587364,"Sitaram Aabaji Bibwe Path, Shree Sant Eknath Nagar, Bibwewadi, Pune, Maharashtra 411037, India",4.7,393,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2421 0859,http://www.drharshadparasnisgynonco.com/,True,0.85,2082.9686367670365,1,1,2026-04-07T23:26:13.048429,133.3,1
Kamla Nehru Hospital,"Mangalwar Peth Rd, near Kasba Post Office, Gandhinagar, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India",General Practice,doctor,ChIJgyCd5mbAwjsRdkRgsczZrMM,18.5227057,73.86221019999999,"Mangalwar Peth Rd, near Kasba Post Office, Gandhinagar, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India",4.1,869,True,"['Monday: Closed', 'Tuesday: Open 24 hours', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",087899 44965,https://pmc.gov.in/en/image-gallery/album-images/486,True,0.85,635.0265705785338,1,1,2026-04-07T23:26:00.797136,132.0,0
Sangam Hospital - Bibwewadi IVF & Maternity Centre,"21, Sangam Society Rd, near Vivekanand Statue, संगम नगर, Padmavati Nagar, Pune, Maharashtra 411037, India",General,establishment,ChIJS248XKTqwjsR3_3fgfE6-X0,18.4758041,73.8578373,"21, Sangam Society Rd, near Vivekanand Statue, संगम नगर, Padmavati Nagar, Pune, Maharashtra 411037, India",4.7,320,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2421 2437,https://sangamhospital.in/,True,0.85,4960.287833802366,1,1,2026-04-07T23:26:03.790747,126.0,1
PATIL MULTISPECIALITY HOSPITAL,"first floor, MSR olive, Jambhulwadi Rd, Dattanagar, Ambegaon Budruk, Pune, Maharashtra 411046, India",General,establishment,ChIJ4YU77NHqwjsRScllufKRdP0,18.4474482,73.84890039999999,"first floor, MSR olive, Jambhulwadi Rd, Dattanagar, Ambegaon Budruk, Pune, Maharashtra 411046, India",4.7,316,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",086051 21899,https://patilhospitalpune.com/,True,0.85,8153.465532708734,1,1,2026-04-07T23:26:02.269428,125.6,1
WEST VALLEY MULTISPECIALITY HOSPITAL PVT LTD - Hospital in Sangamvadi Pune,"1st Floor, Balkrishna Sakharam Dhole Patil Rd, above wellness forever, Sangamvadi, Pune, Maharashtra 411001, India",General,establishment,ChIJZ3EvH0XBwjsRAAItUrKYGMo,18.5352003,73.8765,"1st Floor, Balkrishna Sakharam Dhole Patil Rd, above wellness forever, Sangamvadi, Pune, Maharashtra 411001, India",4.8,295,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4804 5849,https://westvalleyhospital.in/,True,0.85,2658.2399242764773,1,1,2026-04-07T23:26:02.825085,125.5,1
Phadke Hospital,"S. 1260B, Jangli Maharaj Road Deccan gym khana, S. No, 1260B, Jangali Maharaj Rd, opp. Mc Donald's, Shivajinagar, Pune, Maharashtra 411004, India",General Practice,doctor,ChIJuV-ZOXjAwjsR4ewF2BIWOec,18.5182785,73.843985,"S. 1260B, Jangli Maharaj Road Deccan gym khana, S. No, 1260B, Jangali Maharaj Rd, opp. Mc Donald's, Shivajinagar, Pune, Maharashtra 411004, India",4.7,296,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",083088 45556,https://phadkehospitalpune.com/,True,0.85,1361.226246528721,1,1,2026-04-07T23:25:52.068000,123.6,1
Madhavbaug Clinic Katraj,"Flat No 1 , 1 st floor , Aagam Apartment , Near Shani Mandir katraj Ambegaon, Service Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046, India",General Practice,doctor,ChIJpRXMGbnqwjsRfsgIXM6I0lM,18.4489592,73.8545235,"Flat No 1 , 1 st floor , Aagam Apartment , Near Shani Mandir katraj Ambegaon, Service Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046, India",4.8,202,False,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: Closed', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']",077750 60808,,True,0.6,7947.169840850855,1,0,2026-04-07T23:26:05.584562,116.2,1
Care Hospital Multispeciality,"No. 17/2/1, A/5, Opp Sai Service, Parge (NIBM Link Rd Tilekar Nagar Road Tilekar Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",General Practice,doctor,ChIJ6RkHaw3rwjsRpee7-yUMpS0,18.4647175,73.8907322,"No. 17/2/1, A/5, Opp Sai Service, Parge (NIBM Link Rd Tilekar Nagar Road Tilekar Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.6,242,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",084460 83755,,True,0.7999999999999999,7156.508075598916,1,0,2026-04-07T23:26:02.162101,116.2,1
HrudaySparsh Heart care Centre,"203 , Centre Point Mitral, Mitra Mandal Chowk, near Laxminarayan theater, Swargate, Pune, Maharashtra 411009, India",General Practice,doctor,ChIJwZt9RhDAwjsRoEViq_qPiQg,18.4971556,73.8554734,"203 , Centre Point Mitral, Mitra Mandal Chowk, near Laxminarayan theater, Swargate, Pune, Maharashtra 411009, India",4.6,230,False,"['Monday: 12:00\u2009–\u20097:00\u202fPM', 'Tuesday: 12:00\u2009–\u20097:00\u202fPM', 'Wednesday: 12:00\u2009–\u20097:00\u202fPM', 'Thursday: 12:00\u2009–\u20097:00\u202fPM', 'Friday: 12:00\u2009–\u20097:00\u202fPM', 'Saturday: 12:00\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",095950 20000,,True,0.6,2587.8933495474257,1,0,2026-04-07T23:26:05.019364,115.0,1
